K,link_latency,bandwidth,chunk_size,chunks_per_collective,max_runtime,mean_runtime,median_runtime,std_dev_runtime,variance_runtime
2,500,1,9500,4,14655930,13434602.5,13678868.0,1269240.7696086469,1610972131236.75
2,500,1,10000,1,978560,978560.0,978560.0,0.0,0.0
2,500,1,10000,2,2932686,2932686.0,2932686.0,0.0,0.0
2,500,1,10000,3,7329210,6962749.5,6962749.5,366460.5,134293298060.25
2,500,1,10000,4,13678868,13190337.0,13190337.0,488531.0,238662537961.0
2,500,100,1,1,11764,11764.0,11764.0,0.0,0.0
2,500,100,1,2,32292,32292.0,32292.0,0.0,0.0
2,500,100,1,3,78240,78240.0,78240.0,0.0,0.0
2,500,100,1,4,133445,128312.5,128312.5,5132.5,26342556.25
2,500,100,500,1,11764,11764.0,11764.0,0.0,0.0
2,500,100,500,2,37674,34983.0,34983.0,2691.0,7241481.0
2,500,100,500,3,78240,76284.0,78240.0,3387.891379604724,11477808.0
2,500,100,500,4,143710,136011.25,138577.5,8511.288368249545,72442029.6875
2,500,100,1000,1,11764,11764.0,11764.0,0.0,0.0
2,500,100,1000,2,37674,37674.0,37674.0,0.0,0.0
2,500,100,1000,3,78240,78240.0,78240.0,0.0,0.0
2,500,100,1000,4,133445,133445.0,133445.0,0.0,0.0
2,500,100,1500,1,11764,11764.0,11764.0,0.0,0.0
2,500,100,1500,2,43056,39019.5,40365.0,4462.5186554231905,19914072.75
2,500,100,1500,3,78240,76284.0,78240.0,3387.891379604724,11477808.0
2,500,100,1500,4,143710,138577.5,143710.0,8889.750769847262,79027668.75
2,500,100,2000,1,11764,11764.0,11764.0,0.0,0.0
2,500,100,2000,2,37674,34983.0,34983.0,2691.0,7241481.0
2,500,100,2000,3,78240,76284.0,78240.0,3387.891379604724,11477808.0
2,500,100,2000,4,133445,133445.0,133445.0,0.0,0.0
2,500,100,2500,1,11764,11764.0,11764.0,0.0,0.0
2,500,100,2500,2,37674,34983.0,34983.0,2691.0,7241481.0
2,500,100,2500,3,78240,74328.0,74328.0,3912.0,15303744.0
2,500,100,2500,4,133445,130878.75,133445.0,4444.875384923631,19756917.1875
2,500,100,3000,1,11764,11764.0,11764.0,0.0,0.0
2,500,100,3000,2,37674,34983.0,34983.0,2691.0,7241481.0
2,500,100,3000,3,78240,78240.0,78240.0,0.0,0.0
2,500,100,3000,4,143710,136011.25,138577.5,8511.288368249545,72442029.6875
2,500,100,3500,1,11764,11764.0,11764.0,0.0,0.0
2,500,100,3500,2,37674,34983.0,34983.0,2691.0,7241481.0
2,500,100,3500,3,78240,78240.0,78240.0,0.0,0.0
2,500,100,3500,4,133445,130878.75,133445.0,4444.875384923631,19756917.1875
2,500,100,4000,1,11764,11764.0,11764.0,0.0,0.0
2,500,100,4000,2,32292,32292.0,32292.0,0.0,0.0
2,500,100,4000,3,86064,82152.0,86064.0,6775.782759209448,45911232.0
2,500,100,4000,4,143710,136011.25,138577.5,8511.288368249545,72442029.6875
2,500,100,4500,1,11764,11764.0,11764.0,0.0,0.0
2,500,100,4500,2,37674,34983.0,34983.0,2691.0,7241481.0
2,500,100,4500,3,86064,82152.0,82152.0,3912.0,15303744.0
2,500,100,4500,4,123180,123180.0,123180.0,0.0,0.0
2,500,100,5000,1,11764,11764.0,11764.0,0.0,0.0
2,500,100,5000,2,32292,32292.0,32292.0,0.0,0.0
2,500,100,5000,3,78240,78240.0,78240.0,0.0,0.0
2,500,100,5000,4,133445,130878.75,133445.0,4444.875384923631,19756917.1875
2,500,100,5500,1,11764,11764.0,11764.0,0.0,0.0
2,500,100,5500,2,43056,40365.0,43056.0,4660.948723167849,21724443.0
2,500,100,5500,3,78240,76284.0,78240.0,3387.891379604724,11477808.0
2,500,100,5500,4,143710,136011.25,138577.5,8511.288368249545,72442029.6875
2,500,100,6000,1,11764,11764.0,11764.0,0.0,0.0
2,500,100,6000,2,32292,32292.0,32292.0,0.0,0.0
2,500,100,6000,3,78240,76284.0,78240.0,3387.891379604724,11477808.0
2,500,100,6000,4,133445,133445.0,133445.0,0.0,0.0
2,500,100,6500,1,11764,11764.0,11764.0,0.0,0.0
2,500,100,6500,2,32292,32292.0,32292.0,0.0,0.0
2,500,100,6500,3,78240,74328.0,74328.0,3912.0,15303744.0
2,500,100,6500,4,143710,133445.0,133445.0,10265.0,105370225.0
2,500,100,7000,1,11764,11764.0,11764.0,0.0,0.0
2,500,100,7000,2,37674,37674.0,37674.0,0.0,0.0
2,500,100,7000,3,78240,78240.0,78240.0,0.0,0.0
2,500,100,7000,4,133445,128312.5,128312.5,5132.5,26342556.25
2,500,100,7500,1,11764,11764.0,11764.0,0.0,0.0
2,500,100,7500,2,37674,37674.0,37674.0,0.0,0.0
2,500,100,7500,3,78240,78240.0,78240.0,0.0,0.0
2,500,100,7500,4,143710,138577.5,143710.0,8889.750769847262,79027668.75
2,500,100,8000,1,11764,11764.0,11764.0,0.0,0.0
2,500,100,8000,2,32292,32292.0,32292.0,0.0,0.0
2,500,100,8000,3,78240,78240.0,78240.0,0.0,0.0
2,500,100,8000,4,133445,133445.0,133445.0,0.0,0.0
2,500,100,8500,1,11764,11764.0,11764.0,0.0,0.0
2,500,100,8500,2,37674,34983.0,34983.0,2691.0,7241481.0
2,500,100,8500,3,78240,78240.0,78240.0,0.0,0.0
2,500,100,8500,4,123180,123180.0,123180.0,0.0,0.0
2,500,100,9000,1,11764,11764.0,11764.0,0.0,0.0
2,500,100,9000,2,37674,36328.5,37674.0,2330.4743615839243,5431110.75
2,500,100,9000,3,78240,78240.0,78240.0,0.0,0.0
2,500,100,9000,4,133445,130878.75,133445.0,4444.875384923631,19756917.1875
2,500,100,9500,1,11764,11764.0,11764.0,0.0,0.0
2,500,100,9500,2,37674,34983.0,34983.0,2691.0,7241481.0
2,500,100,9500,3,78240,76284.0,78240.0,3387.891379604724,11477808.0
2,500,100,9500,4,153975,143710.0,148842.5,12572.006104834662,158055337.5
2,500,100,10000,1,11764,11764.0,11764.0,0.0,0.0
2,500,100,10000,2,32292,32292.0,32292.0,0.0,0.0
2,500,100,10000,3,86064,82152.0,82152.0,3912.0,15303744.0
2,500,100,10000,4,133445,128312.5,128312.5,5132.5,26342556.25
2,500,200,1,1,6880,6880.0,6880.0,0.0,0.0
2,500,200,1,2,20587,19851.75,20587.0,1273.490356265017,1621777.6875
2,500,200,1,3,45782,45782.0,45782.0,0.0,0.0
2,500,200,1,4,69966,67275.0,67275.0,2691.0,7241481.0
2,500,200,500,1,6880,6880.0,6880.0,0.0,0.0
2,500,200,500,2,20587,19116.5,19116.5,1470.5,2162370.25
2,500,200,500,3,41620,41620.0,41620.0,0.0,0.0
2,500,200,500,4,75348,72657.0,72657.0,2691.0,7241481.0
2,500,200,1000,1,6880,6880.0,6880.0,0.0,0.0
2,500,200,1000,2,20587,20587.0,20587.0,0.0,0.0
2,500,200,1000,3,37458,37458.0,37458.0,0.0,0.0
2,500,200,1000,4,69966,69966.0,69966.0,0.0,0.0
2,500,200,1500,1,6880,6880.0,6880.0,0.0,0.0
2,500,200,1500,2,20587,19116.5,19116.5,1470.5,2162370.25
2,500,200,1500,3,41620,41620.0,41620.0,0.0,0.0
2,500,200,1500,4,69966,67275.0,67275.0,2691.0,7241481.0
2,500,200,2000,1,6880,6880.0,6880.0,0.0,0.0
2,500,200,2000,2,23528,21322.25,22057.5,2438.548377108808,5946518.1875
2,500,200,2000,3,41620,41620.0,41620.0,0.0,0.0
2,500,200,2000,4,69966,68620.5,69966.0,2330.4743615839243,5431110.75
2,500,200,2500,1,6880,6880.0,6880.0,0.0,0.0
2,500,200,2500,2,20587,19116.5,19116.5,1470.5,2162370.25
2,500,200,2500,3,41620,41620.0,41620.0,0.0,0.0
2,500,200,2500,4,69966,68620.5,69966.0,2330.4743615839243,5431110.75
2,500,200,3000,1,6880,6880.0,6880.0,0.0,0.0
2,500,200,3000,2,20587,19116.5,19116.5,1470.5,2162370.25
2,500,200,3000,3,41620,41620.0,41620.0,0.0,0.0
2,500,200,3000,4,75348,72657.0,72657.0,2691.0,7241481.0
2,500,200,3500,1,6880,6880.0,6880.0,0.0,0.0
2,500,200,3500,2,20587,20587.0,20587.0,0.0,0.0
2,500,200,3500,3,41620,41620.0,41620.0,0.0,0.0
2,500,200,3500,4,64584,64584.0,64584.0,0.0,0.0
2,500,200,4000,1,6880,6880.0,6880.0,0.0,0.0
2,500,200,4000,2,20587,19116.5,19116.5,1470.5,2162370.25
2,500,200,4000,3,41620,41620.0,41620.0,0.0,0.0
2,500,200,4000,4,75348,72657.0,72657.0,2691.0,7241481.0
2,500,200,4500,1,6880,6880.0,6880.0,0.0,0.0
2,500,200,4500,2,20587,19116.5,19116.5,1470.5,2162370.25
2,500,200,4500,3,41620,41620.0,41620.0,0.0,0.0
2,500,200,4500,4,75348,72657.0,72657.0,2691.0,7241481.0
2,500,200,5000,1,6880,6880.0,6880.0,0.0,0.0
2,500,200,5000,2,20587,20587.0,20587.0,0.0,0.0
2,500,200,5000,3,45782,41620.0,41620.0,4162.0,17322244.0
2,500,200,5000,4,75348,71311.5,72657.0,4462.5186554231905,19914072.75
2,500,200,5500,1,6880,6880.0,6880.0,0.0,0.0
2,500,200,5500,2,20587,19116.5,19116.5,1470.5,2162370.25
2,500,200,5500,3,41620,41620.0,41620.0,0.0,0.0
2,500,200,5500,4,80730,75348.0,78039.0,6591.576897829532,43448886.0
2,500,200,6000,1,6880,6880.0,6880.0,0.0,0.0
2,500,200,6000,2,17646,17646.0,17646.0,0.0,0.0
2,500,200,6000,3,41620,41620.0,41620.0,0.0,0.0
2,500,200,6000,4,75348,71311.5,72657.0,4462.5186554231905,19914072.75
2,500,200,6500,1,6880,6880.0,6880.0,0.0,0.0
2,500,200,6500,2,20587,19116.5,19116.5,1470.5,2162370.25
2,500,200,6500,3,41620,41620.0,41620.0,0.0,0.0
2,500,200,6500,4,75348,69966.0,69966.0,5382.0,28965924.0
2,500,200,7000,1,6880,6880.0,6880.0,0.0,0.0
2,500,200,7000,2,20587,19116.5,19116.5,1470.5,2162370.25
2,500,200,7000,3,41620,41620.0,41620.0,0.0,0.0
2,500,200,7000,4,75348,71311.5,72657.0,4462.5186554231905,19914072.75
2,500,200,7500,1,6880,6880.0,6880.0,0.0,0.0
2,500,200,7500,2,17646,17646.0,17646.0,0.0,0.0
2,500,200,7500,3,41620,39539.0,39539.0,2081.0,4330561.0
2,500,200,7500,4,69966,67275.0,67275.0,2691.0,7241481.0
2,500,200,8000,1,6880,6880.0,6880.0,0.0,0.0
2,500,200,8000,2,20587,19116.5,19116.5,1470.5,2162370.25
2,500,200,8000,3,41620,40579.5,41620.0,1802.198865275417,3247920.75
2,500,200,8000,4,75348,71311.5,72657.0,4462.5186554231905,19914072.75
2,500,200,8500,1,6880,6880.0,6880.0,0.0,0.0
2,500,200,8500,2,20587,19116.5,19116.5,1470.5,2162370.25
2,500,200,8500,3,41620,40579.5,41620.0,1802.198865275417,3247920.75
2,500,200,8500,4,69966,67275.0,67275.0,2691.0,7241481.0
2,500,200,9000,1,6880,6880.0,6880.0,0.0,0.0
2,500,200,9000,2,20587,20587.0,20587.0,0.0,0.0
2,500,200,9000,3,41620,41620.0,41620.0,0.0,0.0
2,500,200,9000,4,69966,69966.0,69966.0,0.0,0.0
2,500,200,9500,1,6880,6880.0,6880.0,0.0,0.0
2,500,200,9500,2,20587,20587.0,20587.0,0.0,0.0
2,500,200,9500,3,41620,41620.0,41620.0,0.0,0.0
2,500,200,9500,4,75348,69966.0,72657.0,6591.576897829532,43448886.0
2,500,200,10000,1,6880,6880.0,6880.0,0.0,0.0
2,500,200,10000,2,17646,17646.0,17646.0,0.0,0.0
2,500,200,10000,3,41620,41620.0,41620.0,0.0,0.0
2,500,200,10000,4,75348,69966.0,69966.0,5382.0,28965924.0
2,500,300,1,1,5252,5252.0,5252.0,0.0,0.0
2,500,300,1,2,17016,15420.75,15952.5,1763.6152322714838,3110338.6875
2,500,300,1,3,29410,29410.0,29410.0,0.0,0.0
2,500,300,1,4,48815,47876.25,48815.0,1625.9626956052837,2643754.6875
2,500,300,500,1,5252,5252.0,5252.0,0.0,0.0
2,500,300,500,2,14889,13825.5,13825.5,1063.5,1131032.25
2,500,300,500,3,29410,28674.75,29410.0,1273.490356265017,1621777.6875
2,500,300,500,4,52570,49753.75,50692.5,3113.4815219461316,9693767.1875
2,500,300,1000,1,5252,5252.0,5252.0,0.0,0.0
2,500,300,1000,2,12762,12762.0,12762.0,0.0,0.0
2,500,300,1000,3,26469,26469.0,26469.0,0.0,0.0
2,500,300,1000,4,45060,45060.0,45060.0,0.0,0.0
2,500,300,1500,1,5252,5252.0,5252.0,0.0,0.0
2,500,300,1500,2,14889,14889.0,14889.0,0.0,0.0
2,500,300,1500,3,29410,27939.5,27939.5,1470.5,2162370.25
2,500,300,1500,4,48815,47876.25,48815.0,1625.9626956052837,2643754.6875
2,500,300,2000,1,5252,5252.0,5252.0,0.0,0.0
2,500,300,2000,2,14889,14889.0,14889.0,0.0,0.0
2,500,300,2000,3,29410,29410.0,29410.0,0.0,0.0
2,500,300,2000,4,48815,46937.5,46937.5,1877.5,3525006.25
2,500,300,2500,1,5252,5252.0,5252.0,0.0,0.0
2,500,300,2500,2,17016,14889.0,15952.5,2605.03234144991,6786193.5
2,500,300,2500,3,29410,29410.0,29410.0,0.0,0.0
2,500,300,2500,4,48815,46937.5,46937.5,1877.5,3525006.25
2,500,300,3000,1,5252,5252.0,5252.0,0.0,0.0
2,500,300,3000,2,12762,12762.0,12762.0,0.0,0.0
2,500,300,3000,3,29410,29410.0,29410.0,0.0,0.0
2,500,300,3000,4,52570,49753.75,50692.5,3113.4815219461316,9693767.1875
2,500,300,3500,1,5252,5252.0,5252.0,0.0,0.0
2,500,300,3500,2,14889,14889.0,14889.0,0.0,0.0
2,500,300,3500,3,35292,31615.75,32351.0,3820.471068795051,14595999.1875
2,500,300,3500,4,48815,46937.5,46937.5,1877.5,3525006.25
2,500,300,4000,1,5252,5252.0,5252.0,0.0,0.0
2,500,300,4000,2,14889,13825.5,13825.5,1063.5,1131032.25
2,500,300,4000,3,29410,28674.75,29410.0,1273.490356265017,1621777.6875
2,500,300,4000,4,52570,49753.75,50692.5,3113.4815219461316,9693767.1875
2,500,300,4500,1,5252,5252.0,5252.0,0.0,0.0
2,500,300,4500,2,14889,14889.0,14889.0,0.0,0.0
2,500,300,4500,3,32351,30880.5,30880.5,1470.5,2162370.25
2,500,300,4500,4,48815,48815.0,48815.0,0.0,0.0
2,500,300,5000,1,5252,5252.0,5252.0,0.0,0.0
2,500,300,5000,2,14889,14889.0,14889.0,0.0,0.0
2,500,300,5000,3,29410,29410.0,29410.0,0.0,0.0
2,500,300,5000,4,48815,48815.0,48815.0,0.0,0.0
2,500,300,5500,1,5252,5252.0,5252.0,0.0,0.0
2,500,300,5500,2,12762,12762.0,12762.0,0.0,0.0
2,500,300,5500,3,35292,32351.0,33821.5,3601.974666762663,12974221.5
2,500,300,5500,4,48815,48815.0,48815.0,0.0,0.0
2,500,300,6000,1,5252,5252.0,5252.0,0.0,0.0
2,500,300,6000,2,17016,14889.0,14889.0,2127.0,4524129.0
2,500,300,6000,3,29410,29410.0,29410.0,0.0,0.0
2,500,300,6000,4,45060,45060.0,45060.0,0.0,0.0
2,500,300,6500,1,5252,5252.0,5252.0,0.0,0.0
2,500,300,6500,2,12762,12762.0,12762.0,0.0,0.0
2,500,300,6500,3,29410,29410.0,29410.0,0.0,0.0
2,500,300,6500,4,56325,52570.0,52570.0,3755.0,14100025.0
2,500,300,7000,1,5252,5252.0,5252.0,0.0,0.0
2,500,300,7000,2,14889,13825.5,13825.5,1063.5,1131032.25
2,500,300,7000,3,29410,27939.5,27939.5,1470.5,2162370.25
2,500,300,7000,4,45060,45060.0,45060.0,0.0,0.0
2,500,300,7500,1,5252,5252.0,5252.0,0.0,0.0
2,500,300,7500,2,14889,14889.0,14889.0,0.0,0.0
2,500,300,7500,3,29410,29410.0,29410.0,0.0,0.0
2,500,300,7500,4,52570,50692.5,50692.5,1877.5,3525006.25
2,500,300,8000,1,5252,5252.0,5252.0,0.0,0.0
2,500,300,8000,2,12762,12762.0,12762.0,0.0,0.0
2,500,300,8000,3,29410,28674.75,29410.0,1273.490356265017,1621777.6875
2,500,300,8000,4,45060,45060.0,45060.0,0.0,0.0
2,500,300,8500,1,5252,5252.0,5252.0,0.0,0.0
2,500,300,8500,2,14889,13825.5,13825.5,1063.5,1131032.25
2,500,300,8500,3,29410,28674.75,29410.0,1273.490356265017,1621777.6875
2,500,300,8500,4,52570,52570.0,52570.0,0.0,0.0
2,500,300,9000,1,5252,5252.0,5252.0,0.0,0.0
2,500,300,9000,2,14889,13825.5,13825.5,1063.5,1131032.25
2,500,300,9000,3,29410,29410.0,29410.0,0.0,0.0
2,500,300,9000,4,52570,50692.5,50692.5,1877.5,3525006.25
2,500,300,9500,1,5252,5252.0,5252.0,0.0,0.0
2,500,300,9500,2,14889,13825.5,14889.0,1842.036033849501,3393096.75
2,500,300,9500,3,29410,28674.75,29410.0,1273.490356265017,1621777.6875
2,500,300,9500,4,48815,46937.5,46937.5,1877.5,3525006.25
2,500,300,10000,1,5252,5252.0,5252.0,0.0,0.0
2,500,300,10000,2,12762,12762.0,12762.0,0.0,0.0
2,500,300,10000,3,32351,29410.0,29410.0,2941.0,8649481.0
2,500,300,10000,4,48815,46937.5,46937.5,1877.5,3525006.25
2,500,400,1,1,4440,4440.0,4440.0,0.0,0.0
2,500,400,1,2,12040,11180.0,11180.0,860.0,739600.0
2,500,400,1,3,23310,23310.0,23310.0,0.0,0.0
2,500,400,1,4,38233,36762.5,36762.5,1470.5,2162370.25
2,500,400,500,1,4440,4440.0,4440.0,0.0,0.0
2,500,400,500,2,12040,12040.0,12040.0,0.0,0.0
2,500,400,500,3,23310,23310.0,23310.0,0.0,0.0
2,500,400,500,4,41174,39703.5,39703.5,1470.5,2162370.25
2,500,400,1000,1,4440,4440.0,4440.0,0.0,0.0
2,500,400,1000,2,12040,11180.0,11180.0,860.0,739600.0
2,500,400,1000,3,23310,22144.5,22144.5,1165.5,1358390.25
2,500,400,1000,4,35292,35292.0,35292.0,0.0,0.0
2,500,400,1500,1,4440,4440.0,4440.0,0.0,0.0
2,500,400,1500,2,12040,12040.0,12040.0,0.0,0.0
2,500,400,1500,3,25641,23892.75,24475.5,1932.7630965796093,3735573.1875
2,500,400,1500,4,41174,39703.5,39703.5,1470.5,2162370.25
2,500,400,2000,1,4440,4440.0,4440.0,0.0,0.0
2,500,400,2000,2,12040,12040.0,12040.0,0.0,0.0
2,500,400,2000,3,23310,22727.25,23310.0,1009.3526081107633,1018792.6875
2,500,400,2000,4,41174,38968.25,39703.5,2438.548377108808,5946518.1875
2,500,400,2500,1,4440,4440.0,4440.0,0.0,0.0
2,500,400,2500,2,10320,10320.0,10320.0,0.0,0.0
2,500,400,2500,3,23310,22144.5,22144.5,1165.5,1358390.25
2,500,400,2500,4,38233,36762.5,36762.5,1470.5,2162370.25
2,500,400,3000,1,4440,4440.0,4440.0,0.0,0.0
2,500,400,3000,2,12040,11180.0,12040.0,1489.5636945092344,2218800.0
2,500,400,3000,3,23310,23310.0,23310.0,0.0,0.0
2,500,400,3000,4,38233,37497.75,38233.0,1273.490356265017,1621777.6875
2,500,400,3500,1,4440,4440.0,4440.0,0.0,0.0
2,500,400,3500,2,10320,10320.0,10320.0,0.0,0.0
2,500,400,3500,3,23310,23310.0,23310.0,0.0,0.0
2,500,400,3500,4,38233,37497.75,38233.0,1273.490356265017,1621777.6875
2,500,400,4000,1,4440,4440.0,4440.0,0.0,0.0
2,500,400,4000,2,12040,11610.0,12040.0,744.7818472546172,554700.0
2,500,400,4000,3,23310,22144.5,22144.5,1165.5,1358390.25
2,500,400,4000,4,41174,38968.25,39703.5,2438.548377108808,5946518.1875
2,500,400,4500,1,4440,4440.0,4440.0,0.0,0.0
2,500,400,4500,2,12040,12040.0,12040.0,0.0,0.0
2,500,400,4500,3,23310,22144.5,22144.5,1165.5,1358390.25
2,500,400,4500,4,38233,37497.75,38233.0,1273.490356265017,1621777.6875
2,500,400,5000,1,4440,4440.0,4440.0,0.0,0.0
2,500,400,5000,2,10320,10320.0,10320.0,0.0,0.0
2,500,400,5000,3,23310,23310.0,23310.0,0.0,0.0
2,500,400,5000,4,38233,38233.0,38233.0,0.0,0.0
2,500,400,5500,1,4440,4440.0,4440.0,0.0,0.0
2,500,400,5500,2,12040,11180.0,11180.0,860.0,739600.0
2,500,400,5500,3,23310,23310.0,23310.0,0.0,0.0
2,500,400,5500,4,38233,38233.0,38233.0,0.0,0.0
2,500,400,6000,1,4440,4440.0,4440.0,0.0,0.0
2,500,400,6000,2,12040,11610.0,12040.0,744.7818472546172,554700.0
2,500,400,6000,3,23310,22727.25,23310.0,1009.3526081107633,1018792.6875
2,500,400,6000,4,38233,36762.5,36762.5,1470.5,2162370.25
2,500,400,6500,1,4440,4440.0,4440.0,0.0,0.0
2,500,400,6500,2,12040,11180.0,11180.0,860.0,739600.0
2,500,400,6500,3,23310,23310.0,23310.0,0.0,0.0
2,500,400,6500,4,44115,40438.75,41174.0,3820.471068795051,14595999.1875
2,500,400,7000,1,4440,4440.0,4440.0,0.0,0.0
2,500,400,7000,2,12040,12040.0,12040.0,0.0,0.0
2,500,400,7000,3,23310,23310.0,23310.0,0.0,0.0
2,500,400,7000,4,38233,36762.5,36762.5,1470.5,2162370.25
2,500,400,7500,1,4440,4440.0,4440.0,0.0,0.0
2,500,400,7500,2,10320,10320.0,10320.0,0.0,0.0
2,500,400,7500,3,23310,23310.0,23310.0,0.0,0.0
2,500,400,7500,4,41174,41174.0,41174.0,0.0,0.0
2,500,400,8000,1,4440,4440.0,4440.0,0.0,0.0
