K,link_latency,bandwidth,chunk_size,chunks_per_collective,max_runtime,mean_runtime,median_runtime,std_dev_runtime,variance_runtime
6,500,600,6500,1,46870,32397.222222222223,30792.5,7521.575304530853,56574095.061728396
6,500,600,6500,2,89090,71521.11111111111,74635.0,11358.339515228883,129011876.5432099
6,500,600,6500,3,130175,112077.5,113665.0,10599.724806438242,112354165.97222222
6,500,600,6500,4,182920,157080.0,157760.0,14504.010173435177,210366311.1111111
6,500,600,7000,1,40330,31246.666666666668,30792.5,4986.741727376259,24867593.055555556
6,500,600,7000,2,90860,71357.22222222222,67260.0,9817.53267575444,96383947.83950616
6,500,600,7000,3,153035,134337.77777777778,136525.0,12694.21704756214,161143146.45061725
6,500,600,7000,4,179520,144178.88888888888,143140.0,16028.94461379472,256927065.43209875
6,500,600,7500,1,39240,32124.722222222223,32427.5,4780.534161292434,22853506.86728395
6,500,600,7500,2,91450,71947.22222222222,71980.0,8742.208788754295,76426214.50617284
6,500,600,7500,3,129540,115605.27777777778,116522.5,8449.377602361252,71391981.86728397
6,500,600,7500,4,183600,160838.88888888888,163880.0,13109.963932863722,171871154.32098764
6,500,600,8000,1,31610,27598.194444444445,27250.0,2434.44442463487,5926519.656635803
6,500,600,8000,2,80240,68374.44444444444,67555.0,6788.2453322900765,46080274.691358015
6,500,600,8000,3,121920,104863.19444444444,104457.5,9708.041279782918,94246065.48996913
6,500,600,8000,4,205360,174741.11111111112,173740.0,14767.717001354637,218085465.43209878
6,500,600,8500,1,34880,30383.75,30792.5,3365.4332259920284,11326140.798611112
6,500,600,8500,2,87320,68440.0,66670.0,9794.908257751973,95940227.77777778
6,500,600,8500,3,130175,113770.83333333333,113347.5,9814.00894271947,96314771.52777775
6,500,600,8500,4,180880,154926.66666666666,156060.0,14722.431864335456,216750000.0
6,500,600,9000,1,36515,30020.416666666668,29157.5,4336.0431230878885,18801269.965277772
6,500,600,9000,2,86730,66686.38888888889,64900.0,11820.047977148772,139713534.18209878
6,500,600,9000,3,126365,104175.27777777778,102235.0,11342.39533199597,128649931.86728396
6,500,600,9000,4,187000,154945.55555555556,155380.0,17816.167820338615,317415835.8024692
6,500,600,9500,1,37060,29157.5,28885.0,3878.2748706380034,15041015.972222222
6,500,600,9500,2,80830,65227.77777777778,64310.0,8288.5661241895,68700328.39506175
6,500,600,9500,3,146050,113576.80555555556,110490.0,16579.833095962367,274890865.4899691
6,500,600,9500,4,192440,165674.44444444444,170000.0,16625.774241694806,276416369.1358025
6,500,600,10000,1,44145,32049.027777777777,30792.5,7269.867206054924,52850969.19367283
6,500,600,10000,2,110330,81239.72222222222,76995.0,16999.907758918234,288996863.8117284
6,500,600,10000,3,148590,112377.36111111111,105092.5,17727.311496596896,314257572.89737654
6,500,600,10000,4,193120,164881.11111111112,163880.0,14565.415617096733,212151332.0987654
6,500,700,1,1,37660,30247.555555555555,30128.0,4526.366070311717,20487989.802469134
6,500,700,1,2,75010,64047.0,62893.0,6612.46363569081,43724675.333333336
6,500,700,1,3,129360,104514.66666666667,104720.0,12899.281220285106,166391456.0
6,500,700,1,4,166370,146883.75,144100.0,12505.540792817932,156388550.52083334
6,500,700,500,1,37660,29515.277777777777,29321.0,4409.472232284035,19443445.36728395
6,500,700,500,2,75010,63197.52777777778,63470.0,6582.306073803345,43326753.249228396
6,500,700,500,3,136136,116714.88888888889,118888.0,11055.141814703684,122216160.54320987
6,500,700,500,4,215495,182035.41666666666,187002.5,24074.839112621525,579597878.2986112
6,500,700,1000,1,33894,28035.777777777777,27438.0,3476.888512505838,12088753.728395062
6,500,700,1000,2,80780,66851.86111111111,65778.0,6893.416606334456,47519192.50848766
6,500,700,1000,3,137984,123388.22222222222,123200.0,9008.752186103093,81157615.95061727
6,500,700,1000,4,186675,154598.19444444444,158182.5,19214.25509415607,369187598.8233025
6,500,700,1500,1,37122,32145.5,32818.0,3939.9802699731604,15523444.527777778
6,500,700,1500,2,79626,64960.583333333336,63470.0,7279.9818123055775,52998135.1875
6,500,700,1500,3,128128,115277.55555555556,115808.0,7894.195858155128,62318328.24691358
6,500,700,1500,4,200430,170627.5,172920.0,20123.713571720968,404963847.9166667
6,500,700,2000,1,42502,33012.27777777778,33625.0,5772.406529781295,33320677.14506173
6,500,700,2000,2,92320,74192.58333333333,71548.0,11378.085465233888,129460828.85416667
6,500,700,2000,3,144144,123422.44444444444,125972.0,14377.844662389509,206722417.13580248
6,500,700,2000,4,192570,174230.0,174230.0,12198.367547886617,148800170.83333334
6,500,700,2500,1,36584,28304.777777777777,27169.0,4800.773393198174,23047425.172839507
6,500,700,2500,2,82511,69047.66666666667,69528.5,7873.930290663121,61998778.222222224
6,500,700,2500,3,152152,132799.33333333334,133056.0,11047.405628069928,122045171.1111111
6,500,700,2500,4,195190,170736.66666666666,170955.0,13208.715557035312,174470166.66666666
6,500,700,3000,1,36046,30292.38888888889,29590.0,3264.702736831723,10658283.959876543
6,500,700,3000,2,91743,71660.19444444444,69817.0,9649.134888739003,93105804.10108025
6,500,700,3000,3,125048,107252.44444444444,109340.0,10485.858658329757,109953231.80246912
6,500,700,3000,4,205670,167334.30555555556,166370.0,18710.21516715081,350072151.6010802
6,500,700,3500,1,40350,32758.222222222223,33625.0,5204.959275703163,27091601.061728396
6,500,700,3500,2,72702,62107.63888888889,63470.0,6804.296645636564,46298452.84182099
6,500,700,3500,3,138600,116800.44444444444,116424.0,12342.461622933257,152336358.91358024
6,500,700,3500,4,198465,168335.0,168990.0,16774.764694491412,281392730.5555556
6,500,700,4000,1,36046,30770.61111111111,30666.0,3259.77353744583,10626123.515432099
6,500,700,4000,2,78472,63598.22222222222,63470.0,7031.50137717998,49442011.617283955
6,500,700,4000,3,129360,107646.0,106260.0,11315.128967694338,128032143.55555555
6,500,700,4000,4,188640,162003.33333333334,165060.0,13238.455820072068,175256712.5
6,500,700,4500,1,47344,32773.166666666664,29052.0,7755.389171050312,60146061.19444445
6,500,700,4500,2,77895,66194.72222222222,66355.0,7386.214929068546,54556170.97839507
6,500,700,4500,3,146608,123422.44444444444,125048.0,15067.99236874944,227044394.02469134
6,500,700,4500,4,180780,157218.19444444444,155235.0,13939.59260089254,194312241.87885803
6,500,700,5000,1,50034,34222.77777777778,30666.0,8217.379134462897,67525319.83950618
6,500,700,5000,2,81357,65377.305555555555,67797.5,9789.010382451686,95824724.26774693
6,500,700,5000,3,121352,104309.33333333333,104720.0,10758.95723984852,115755160.88888887
6,500,700,5000,4,180780,155853.61111111112,157200.0,16066.384705820787,258128717.5154321
6,500,700,5500,1,38736,30247.555555555555,29321.0,5553.706232200281,30843652.913580246
6,500,700,5500,2,98090,82607.16666666667,82511.0,8490.487414028583,72088376.52777778
6,500,700,5500,3,131824,113942.88888888889,115192.0,9918.350427862315,98373675.20987655
6,500,700,5500,4,161130,135494.02777777778,134275.0,15505.62750976079,240424484.4714506
6,500,700,6000,1,32280,28065.666666666668,28514.0,3128.0689286238917,9784815.222222222
6,500,700,6000,2,72702,64191.25,64047.0,4329.369503589537,18743440.298611112
6,500,700,6000,3,142296,114268.0,111804.0,15556.28696058285,241998064.0
6,500,700,6000,4,185365,147393.19444444444,148030.0,17194.000292122968,295633646.0455247
6,500,700,6500,1,38198,31667.277777777777,30935.0,3789.735498034359,14362095.14506173
6,500,700,6500,2,77895,64575.916666666664,63470.0,7380.909133158628,54477819.63194445
6,500,700,6500,3,128128,106550.88888888889,106568.0,11945.112123974433,142685703.654321
6,500,700,6500,4,165715,145027.91666666666,147702.5,12343.438842773021,152360482.4652778
6,500,700,7000,1,44116,34551.555555555555,35239.0,5793.203817330769,33561210.4691358
6,500,700,7000,2,89435,69047.66666666667,68663.0,11491.01129627463,132043340.61111113
6,500,700,7000,3,143528,120342.44444444444,120736.0,13725.233834163595,188382043.8024691
6,500,700,7000,4,206325,178214.58333333334,180452.5,17025.363284384795,289862994.9652778
6,500,700,7500,1,38198,29918.777777777777,29052.0,4221.534430822197,17821352.950617284
6,500,700,7500,2,82511,71147.30555555556,71548.0,7977.567774771973,63641587.601080246
6,500,700,7500,3,147224,115602.66666666667,113344.0,15769.947565614231,248691246.2222222
6,500,700,7500,4,206980,169262.91666666666,166370.0,17922.211210882993,321205654.68750006
6,500,700,8000,1,36046,31263.777777777777,31742.0,3630.7311714730645,13182208.839506172
6,500,700,8000,2,81357,67348.72222222222,66355.0,7990.068264244303,63841190.867283955
6,500,700,8000,3,120120,99963.11111111111,100716.0,12744.412531200962,162420050.7654321
6,500,700,8000,4,170955,146738.19444444444,145410.0,12691.052138371271,161062804.37885803
6,500,700,8500,1,36046,28693.333333333332,27976.0,3766.0,14182756.0
6,500,700,8500,2,83088,66355.0,63470.0,8858.82405978481,78478763.72222222
6,500,700,8500,3,127512,112916.22222222222,111804.0,9035.622634609177,81642476.3950617
6,500,700,8500,4,208945,180507.08333333334,181107.5,17647.47626649173,311433418.5763889
6,500,700,9000,1,45192,34088.27777777778,32280.0,5831.991658140235,34012126.70061728
6,500,700,9000,2,80203,68150.11111111111,69817.0,7632.723286313483,58258464.765432104
6,500,700,9000,3,123816,110315.33333333333,112728.0,9379.683079223236,87978454.66666667
6,500,700,9000,4,200430,163004.02777777778,160147.5,16397.65662540791,268883142.80478394
6,500,700,9500,1,34970,29306.055555555555,29052.0,2848.200971611968,8112248.774691358
6,500,700,9500,2,77895,65441.416666666664,65201.0,6752.75595333326,45599712.965277776
6,500,700,9500,3,137984,111136.66666666667,109956.0,12710.261873340332,161550756.8888889
6,500,700,9500,4,174230,153288.19444444444,153270.0,13226.284917246845,174934612.71219137
6,500,700,10000,1,33356,28827.833333333332,29321.0,3623.1880183985295,13127491.416666664
6,500,700,10000,2,92320,76067.83333333333,75587.0,8401.797190350275,70590196.02777778
6,500,700,10000,3,142296,115465.77777777778,113652.0,14270.625632768077,203650755.95061728
6,500,700,10000,4,179470,156435.83333333334,155235.0,14627.925989353378,213976218.75000003
6,500,800,1,1,35178,28441.472222222223,27716.0,3835.610559003547,14711908.360339504
6,500,800,1,2,102060,84372.75,84766.5,10926.766112967734,119394217.6875
6,500,800,1,3,116594,102170.0,102170.0,8623.646128845707,74367272.55555555
6,500,800,1,4,193675,171820.41666666666,175260.0,16512.289504714357,272655704.68749994
6,500,800,500,1,42640,31846.75,31980.0,5864.850402444682,34396470.24305555
6,500,800,500,2,74844,62480.25,61236.0,6272.436264124172,39343456.6875
6,500,800,500,3,135826,112403.69444444444,112387.0,14061.54929985282,197727168.71219137
6,500,800,500,4,165100,137900.83333333334,137160.0,13450.829616091014,180924817.36111113
6,500,800,1000,1,39442,30381.0,28249.0,5625.331817373581,31644358.055555556
6,500,800,1000,2,74277,63283.5,64354.5,6936.940842331005,48121148.25
6,500,800,1000,3,135225,117328.55555555556,119599.0,11813.817447859858,139566282.691358
6,500,800,1000,4,165100,142098.88888888888,139700.0,12297.734158457759,151234265.43209875
6,500,800,1500,1,36244,29078.11111111111,30114.5,3975.6156111543683,15805519.48765432
6,500,800,1500,2,71442,64181.25,64071.0,4155.463715098473,17267878.6875
6,500,800,1500,3,132220,110634.08333333333,109682.5,10652.926320382583,113484839.18750001
6,500,800,1500,4,183515,159720.13888888888,163195.0,15475.921238335193,239504138.17515433
6,500,800,2000,1,36777,28885.63888888889,28249.0,4748.753562502116,22550660.397376545
6,500,800,2000,2,90720,71914.5,69174.0,10777.55824618916,116155761.75
6,500,800,2000,3,131018,110333.58333333333,114791.0,13777.468944651384,189818650.52083334
6,500,800,2000,4,189230,150495.0,149542.5,18541.081788528114,343771713.8888889
6,500,800,2500,1,33579,28974.472222222223,28782.0,2513.0658841576924,6315500.138117284
6,500,800,2500,2,82782,64023.75,59818.5,10653.27718063789,113492314.6875
6,500,800,2500,3,128013,110483.83333333333,110283.5,11540.052080808724,133172802.02777775
6,500,800,2500,4,184150,155310.41666666666,153035.0,17203.288904507313,295953149.1319445
6,500,800,3000,1,34645,28352.63888888889,27716.0,3812.2221221339732,14533037.508487655
6,500,800,3000,2,90153,67205.25,65772.0,11706.933786756463,137052298.6875
6,500,800,3000,3,130417,112387.0,111185.0,11668.449351896668,136152710.2777778
6,500,800,3000,4,179705,154781.25,156845.0,17385.92363950248,302270340.7986111
6,500,800,3500,1,47437,37398.833333333336,40508.0,7561.277091206221,57172911.25
6,500,800,3500,2,94122,78671.25,78246.0,10473.205248991351,109688028.1875
6,500,800,3500,3,124407,104390.36111111111,104574.0,10660.876676356766,113654291.50848767
6,500,800,3500,4,171450,141375.69444444444,140970.0,14977.681087796833,224330930.76774693
6,500,800,4000,1,34112,28707.972222222223,28249.0,3031.1640639466764,9187955.58256173
6,500,800,4000,2,69741,61708.5,61519.5,4808.369500152832,23120417.25
6,500,800,4000,3,125609,104874.5,104574.0,9160.185531539317,83908998.97222222
6,500,800,4000,4,163830,139999.86111111112,140652.5,14282.000399011917,203975535.39737654
6,500,800,4500,1,32513,29122.527777777777,29581.5,2749.9700350499893,7562335.1936728405
6,500,800,4500,2,76545,66937.5,66906.0,5909.000359620906,34916285.25
6,500,800,4500,3,121402,103138.27777777778,102771.0,9796.154335052754,95964639.75617287
6,500,800,4500,4,172085,153899.30555555556,154940.0,12688.664404848054,161002204.37885803
6,500,800,5000,1,49036,37561.694444444445,39442.0,8658.845345205753,74975602.71219134
6,500,800,5000,2,80514,65299.5,63504.0,7340.040752611664,53876198.25
6,500,800,5000,3,131018,111819.38888888889,110884.5,9934.13433928632,98687025.07098764
6,500,800,5000,4,193040,158714.72222222222,156845.0,20924.480909014885,437833901.3117283
6,500,800,5500,1,33046,28885.63888888889,29048.5,2496.262329884174,6231325.619598766
6,500,800,5500,2,74277,60606.0,59535.0,7988.216165077157,63811597.5
6,500,800,5500,3,114190,99398.72222222222,100367.0,8416.715721345863,70841103.53395061
6,500,800,5500,4,161925,137195.27777777778,140335.0,15455.975109630133,238887166.5895062
6,500,800,6000,1,33046,28737.583333333332,29581.5,3336.575742808785,11132737.687499996
6,500,800,6000,2,83349,71851.5,73710.0,7424.851362148605,55128417.75
6,500,800,6000,3,144240,120684.13888888889,124407.0,15461.281922116108,239051238.67515436
6,500,800,6000,4,186690,149930.55555555556,147002.5,16968.207722162915,287920073.30246913
6,500,800,6500,1,36777,30306.972222222223,28782.0,4144.154078579388,17174013.027006175
6,500,800,6500,2,75411,64858.5,65205.0,6839.708381941441,46781610.75
6,500,800,6500,3,128013,105892.86111111111,104574.0,13511.602999629571,182563415.6195988
6,500,800,6500,4,182880,148501.80555555556,149860.0,17718.25291396707,313936486.3233025
6,500,800,7000,1,39975,30780.75,32246.5,5120.6464564490725,26221020.131944444
6,500,800,7000,2,82215,69331.5,68607.0,6465.638773547436,41804484.75
6,500,800,7000,3,137028,123238.38888888889,125609.0,11533.48112207281,133021186.7932099
6,500,800,7000,4,177165,162066.11111111112,161607.5,9194.85349039758,84545330.70987654
6,500,800,7500,1,34645,31298.944444444445,31980.0,2321.971850538106,5391553.274691356
6,500,800,7500,2,76545,63000.0,62937.0,7778.650589915966,60507405.0
6,500,800,7500,3,108781,92720.94444444444,91652.5,8583.542408277097,73677200.27469137
6,500,800,7500,4,167005,140211.52777777778,138430.0,14336.272122150149,205528698.36033952
6,500,800,8000,1,35178,28841.222222222223,28249.0,3814.205371671005,14548162.617283951
6,500,800,8000,2,73143,61488.0,61803.0,5935.389119510194,35228844.0
6,500,800,8000,3,132821,108246.77777777778,106377.0,14347.823667935594,205860044.0061728
6,500,800,8000,4,182880,153916.94444444444,154940.0,17771.35344208708,315821003.16358024
6,500,800,8500,1,44772,32942.36111111111,31713.5,6176.082087612833,38143989.95293209
6,500,800,8500,2,90720,72843.75,70308.0,8906.57974126432,79327162.6875
6,500,800,8500,3,147846,126460.41666666667,132220.0,16866.338643672952,284473379.2430556
6,500,800,8500,4,163830,140617.22222222222,141922.5,15805.310616145433,249807843.67283952
6,500,800,9000,1,35711,29818.38888888889,30381.0,3952.722882026865,15624018.182098767
6,500,800,9000,2,90720,67425.75,66339.0,11194.46138443025,125315965.6875
6,500,800,9000,3,122604,101084.86111111111,99766.0,11054.533693247957,122202715.17515431
6,500,800,9000,4,170815,144497.77777777778,144145.0,14341.44719202802,205677107.56172836
6,500,800,9500,1,35711,30099.694444444445,29848.0,2770.9339863367013,7678075.156635802
6,500,800,9500,2,83349,69441.75,69741.0,6709.481514059041,45017142.1875
6,500,800,9500,3,138831,110483.83333333333,108180.0,13377.782407368153,178965062.13888887
6,500,800,9500,4,191135,167622.36111111112,167957.5,12171.740807553595,148151274.28626543
6,500,800,10000,1,41574,32883.13888888889,32513.0,4961.672803449221,24618197.008487653
6,500,800,10000,2,77112,62700.75,59251.5,7402.885362309753,54802711.6875
6,500,800,10000,3,135826,113589.0,113889.5,11415.484839073244,130313294.1111111
6,500,800,10000,4,173990,146773.19444444444,145415.0,12618.735858105432,159232494.65663582
6,500,900,1,1,37630,31343.61111111111,31535.0,4001.710157182647,16013684.182098767
6,500,900,1,2,68320,57757.77777777778,59080.0,6238.902641718293,38923906.1728395
6,500,900,1,3,116820,101824.16666666667,101775.0,9731.895548772718,94709790.97222224
6,500,900,1,4,179800,150970.0,153760.0,15869.322256759704,251835388.8888889
6,500,900,500,1,31800,27648.333333333332,28090.0,3237.148522319536,10479130.555555556
6,500,900,500,2,80080,62486.666666666664,61600.0,10046.56491875042,100933466.66666666
6,500,900,500,3,139830,108478.05555555556,104725.0,16151.921423272845,260884565.66358027
6,500,900,500,4,172360,142565.55555555556,137330.0,19361.66924111837,374874235.80246913
6,500,900,1000,1,33390,29635.833333333332,29680.0,3176.0102286079336,10087040.972222218
6,500,900,1000,2,91280,67091.11111111111,64680.0,11127.29022063867,123816587.65432099
6,500,900,1000,3,129210,103381.11111111111,107970.0,18519.647491512264,342977343.20987654
6,500,900,1000,4,181660,152468.33333333334,156550.0,21350.964784342235,455863697.2222222
6,500,900,1500,1,34980,28973.333333333332,29415.0,4137.546911449397,17119294.444444444
6,500,900,1500,2,89040,73531.11111111111,72800.0,7715.477150139257,59528587.65432099
6,500,900,1500,3,139240,117885.27777777778,115050.0,13171.396299496688,173485680.47839504
6,500,900,1500,4,159340,140171.66666666666,140740.0,12688.874720268408,161007541.66666666
6,500,900,2000,1,31270,27206.666666666668,27030.0,2330.393385961549,5430733.333333333
6,500,900,2000,2,80080,68040.0,69160.0,7874.922221838131,62014400.0
6,500,900,2000,3,151630,123096.94444444444,123605.0,14253.349863461814,203157982.3302469
6,500,900,2000,4,162440,134591.66666666666,132060.0,14295.430019570744,204359319.44444442
6,500,900,2500,1,32330,27221.38888888889,28090.0,3253.1447629586714,10582950.848765431
6,500,900,2500,2,68320,58644.444444444445,58800.0,5635.063069963737,31753935.802469134
6,500,900,2500,3,133340,107691.38888888889,106790.0,15603.418634100273,243466673.07098764
6,500,900,2500,4,196540,175976.66666666666,175460.0,11863.548747693032,140743788.8888889
6,500,900,3000,1,34980,31682.222222222223,32330.0,2545.199305785863,6478039.506172839
6,500,900,3000,2,73920,60666.666666666664,61040.0,6654.8695621243305,44287288.88888887
6,500,900,3000,3,145730,113870.0,113870.0,17043.751054272063,290489450.0
6,500,900,3000,4,175460,147801.11111111112,154380.0,19829.921243999175,393225776.5432098
6,500,900,3500,1,32330,27177.222222222223,26765.0,2738.6499219618645,7500203.395061728
6,500,900,3500,2,81760,64633.333333333336,63000.0,7926.604989947883,62831066.66666668
6,500,900,3500,3,119180,103446.66666666667,103250.0,10226.666666666668,104584711.11111112
6,500,900,3500,4,176080,151641.66666666666,150660.0,15411.82978176901,237524497.22222224
6,500,900,4000,1,36570,29370.833333333332,28620.0,4561.584991961554,20808057.638888888
6,500,900,4000,2,90160,72442.22222222222,73640.0,10075.810171757106,101521950.61728396
6,500,900,4000,3,130980,103823.61111111111,105315.0,15854.240433955023,251356939.73765433
6,500,900,4000,4,184760,166297.77777777778,167710.0,13381.655584150996,179068706.17283952
6,500,900,4500,1,39750,29400.277777777777,28090.0,4864.731056921116,23665608.25617284
6,500,900,4500,2,76160,66297.77777777778,66080.0,6132.04656389108,37601995.0617284
6,500,900,4500,3,117410,103512.22222222222,103840.0,9030.024951088672,81541350.61728396
6,500,900,4500,4,202740,178508.33333333334,181660.0,16273.851811349941,264838252.7777778
6,500,900,5000,1,37630,31402.5,30210.0,4087.027835454241,16703796.527777778
6,500,900,5000,2,85680,70248.88888888889,69720.0,7260.162906719019,52709965.432098754
6,500,900,5000,3,133340,113345.55555555556,113870.0,10796.783071422618,116570524.69135803
6,500,900,5000,4,212660,170810.0,171120.0,22437.138607426947,503425188.8888889
6,500,900,5500,1,40280,34744.444444444445,35775.0,4515.284194602227,20387791.358024687
6,500,900,5500,2,87920,73064.44444444444,73080.0,8573.962018306242,73512824.69135803
6,500,900,5500,3,135700,114656.66666666667,116230.0,13238.164945003182,175249011.1111111
6,500,900,5500,4,204600,171085.55555555556,171120.0,19677.8491434806,387217746.9135802
6,500,900,6000,1,31800,27059.444444444445,26500.0,2997.9881628671183,8987933.02469136
6,500,900,6000,2,78400,63124.444444444445,60200.0,7948.8127850238125,63183624.69135802
6,500,900,6000,3,142780,118295.0,120065.0,14223.705076776272,202313786.1111111
6,500,900,6000,4,182900,157548.88888888888,157170.0,15829.08675995937,250559987.65432099
6,500,900,6500,1,40810,31608.61111111111,31005.0,5350.044212059154,28622973.070987653
6,500,900,6500,2,92400,73048.88888888889,69720.0,10256.00793512915,105185698.76543209
6,500,900,6500,3,132750,109526.94444444444,109150.0,11731.090652015373,137618487.88580248
6,500,900,6500,4,192200,165006.11111111112,168020.0,16176.306280376346,261672884.8765432
6,500,900,7000,1,36040,29621.11111111111,29415.0,3565.818261850036,12715059.87654321
6,500,900,7000,2,75040,61537.77777777778,59640.0,6821.35499373968,46530883.950617276
6,500,900,7000,3,148680,128341.38888888889,127735.0,11064.563593537347,122424567.51543209
6,500,900,7000,4,164920,144528.88888888888,145700.0,12394.640817210247,153627120.9876543
6,500,900,7500,1,32860,28516.944444444445,29150.0,2613.8889922068706,6832415.663580249
6,500,900,7500,2,73920,61273.333333333336,59920.0,6871.735992859122,47220755.55555555
6,500,900,7500,3,126260,99283.88888888889,93810.0,15325.880847945808,234882623.7654321
6,500,900,7500,4,204600,168278.33333333334,164610.0,19908.434491162003,396345763.8888889
6,500,900,8000,1,34450,28649.444444444445,28885.0,4182.458703020167,17492960.802469138
6,500,900,8000,2,73920,61568.88888888889,62720.0,7788.659055096918,60663209.87654322
6,500,900,8000,3,129210,108510.83333333333,112985.0,15033.34652161284,226001507.6388889
6,500,900,8000,4,173600,149902.22222222222,150660.0,14003.943712617987,196110439.50617287
6,500,900,8500,1,43460,35186.11111111111,35510.0,7003.755848661082,49052595.98765431
6,500,900,8500,2,70560,58893.333333333336,59360.0,7026.084732385931,49365866.66666668
6,500,900,8500,3,119180,100300.0,99415.0,9941.88418314713,98841061.1111111
6,500,900,8500,4,173600,152485.55555555556,155000.0,14637.592099424544,214259102.46913582
6,500,900,9000,1,35510,29046.944444444445,28885.0,3831.7111201165326,14682010.108024694
6,500,900,9000,2,92400,72364.44444444444,70280.0,9634.704759486362,92827535.80246915
6,500,900,9000,3,129800,111411.66666666667,111215.0,10377.311924471473,107688602.7777778
6,500,900,9000,4,178560,147990.55555555556,143840.0,18867.217592728346,355971899.69135803
6,500,900,9500,1,40810,34876.944444444445,36570.0,4687.195809059947,21969804.552469134
6,500,900,9500,2,75040,61973.333333333336,62160.0,6443.38075512813,41517155.55555555
6,500,900,9500,3,116230,96579.72222222222,97350.0,9806.569364493236,96168802.70061728
6,500,900,9500,4,158100,139155.55555555556,138570.0,10165.021846302274,103327669.13580248
6,500,900,10000,1,39750,31844.166666666668,31005.0,5509.8691126821595,30358657.638888888
6,500,900,10000,2,88480,71975.55555555556,74760.0,9550.591733978363,91213802.46913582
6,500,900,10000,3,122130,102217.5,100890.0,10679.357652083345,114048679.8611111
6,500,900,10000,4,158720,134161.11111111112,135780.0,13328.219806481155,177641443.20987654
6,500,1000,1,1,38471,31678.555555555555,34255.0,5276.989500781485,27846618.191358022
6,500,1000,1,2,84208,69619.33333333333,69804.0,8939.659737496848,79917516.22222222
6,500,1000,1,3,144669,129078.83333333333,130725.0,12028.009751547981,144673018.58333334
6,500,1000,1,4,186656,155918.22222222222,156864.0,15974.353569099982,255179971.9506173
6,500,1000,500,1,32147,27404.0,27404.0,3149.7773025335546,9921097.055555556
6,500,1000,500,2,69804,59308.77777777778,58724.0,5549.140299337222,30792958.06172839
6,500,1000,500,3,120267,100787.36111111111,100222.5,10433.301746897816,108853785.341821
6,500,1000,500,4,175104,150328.0,152608.0,11309.794221529113,127911445.33333333
6,500,1000,1000,1,31620,27067.305555555555,27404.0,2851.9546301074565,8133645.212191358
6,500,1000,1000,2,90302,68803.72222222222,65926.0,11417.134794809052,130350966.92283951
6,500,1000,1000,3,131306,114505.41666666667,115619.0,9828.821836186675,96605738.6875
6,500,1000,1000,4,164768,140076.44444444444,139840.0,12973.26131455782,168305509.13580248
6,500,1000,1500,1,37944,30287.86111111111,30039.0,4396.031765838986,19325095.286265433
6,500,1000,1500,2,72574,58339.27777777778,57062.0,6961.0019098910025,48455547.58950618
6,500,1000,1500,3,144669,123075.16666666667,124624.5,11963.130330542903,143116487.30555555
6,500,1000,1500,4,173888,151831.11111111112,150784.0,13012.250471036425,169318662.32098767
6,500,1000,2000,1,40052,33581.61111111111,33728.0,4368.083531441944,19080153.737654325
6,500,1000,2000,2,83100,68018.88888888889,68973.0,8303.956238436986,68955689.20987654
6,500,1000,2000,3,135373,104725.25,105451.5,16812.9968549053,282676863.2430556
6,500,1000,2000,4,156864,135381.33333333334,136192.0,13480.761468766435,181730929.7777778
6,500,1000,2500,1,40579,32293.38888888889,32147.0,4439.905255982245,19712758.682098765
6,500,1000,2500,2,77006,60986.166666666664,61217.0,8091.029386164518,65464756.527777776
6,500,1000,2500,3,127239,101303.80555555556,99351.0,14785.50369040088,218611119.37885803
6,500,1000,2500,4,161728,130753.77777777778,130112.0,16167.633742743748,261392380.8395062
6,500,1000,3000,1,35309,29921.88888888889,29512.0,3032.7594949684008,9197630.154320989
6,500,1000,3000,2,77006,62017.22222222222,59278.0,7482.925353062543,55994171.83950618
6,500,1000,3000,3,160937,139924.16666666666,140602.0,13131.89961611715,172446787.52777776
6,500,1000,3000,4,161120,134047.11111111112,135888.0,14570.511441068946,212299803.65432104
6,500,1000,3500,1,35309,28999.63888888889,29512.0,4202.228133534094,17658721.286265437
6,500,1000,3500,2,66480,57415.944444444445,57893.0,4426.519663375157,19594076.33024691
6,500,1000,3500,3,116781,100044.97222222222,103418.0,11989.217647735983,143741339.80478394
6,500,1000,3500,4,159296,134384.88888888888,133152.0,11931.100540133146,142351160.09876543
6,500,1000,4000,1,39525,32322.666666666668,31883.5,4009.6662232936824,16077423.222222222
6,500,1000,4000,2,79222,66495.38888888889,67588.0,8046.770391756828,64750513.73765433
6,500,1000,4000,3,107485,91281.55555555556,90636.0,9649.166203023982,93106408.41358024
6,500,1000,4000,4,187264,159583.11111111112,159600.0,15459.552361238553,238997759.20987654
6,500,1000,4500,1,43214,34591.694444444445,32674.0,4523.4640414635305,20461726.93441358
6,500,1000,4500,2,81438,65725.94444444444,66203.0,8068.636735824172,65102898.77469136
6,500,1000,4500,3,149317,132790.77777777778,133049.0,11208.803995349945,125637287.00617287
6,500,1000,4500,4,160512,135212.44444444444,137408.0,15561.367599933075,242156161.58024687
6,500,1000,5000,1,31620,27491.833333333332,27667.5,3280.548544070031,10761998.75
6,500,1000,5000,2,87532,71419.83333333333,72020.0,8320.637173451456,69233002.97222222
6,500,1000,5000,3,117943,100174.08333333333,101675.0,9987.807968760379,99756308.02083333
6,500,1000,5000,4,164160,136681.77777777778,138016.0,13972.113574130259,195219957.72839504
