8,9,3,4
8,12,3,6
8,13,4,1
8,13,4,3
8,12,4,5
8,13,4,7
8,5,5,2
8,14,5,4
8,5,5,8
8,15,6,3
8,21,6,7
8,15,7,4
8,25,7,6
8,16,7,8
8,17,8,5
8,8,8,7
9,9,0,1
9,0,0,3
9,10,1,0
9,13,1,2
9,11,1,4
9,23,2,1
9,20,2,5
9,3,3,0
9,3,3,4
9,18,3,6
9,16,4,1
9,14,4,3
9,22,4,5
9,9,4,7
9,17,5,2
9,23,5,4
9,12,5,8
9,25,6,3
9,6,6,7
9,25,7,4
9,13,7,6
9,21,7,8
9,8,8,5
9,26,8,7
10,12,0,1
10,4,0,3
10,13,1,0
10,9,1,2
10,10,1,4
10,20,2,1
10,1,2,5
10,22,3,0
10,18,3,4
10,9,3,6
10,25,4,1
10,11,4,3
10,3,4,5
10,1,4,7
10,8,5,2
10,17,5,4
10,2,5,8
10,16,6,3
10,18,6,7
10,7,7,4
10,26,7,6
10,13,7,8
10,21,8,5
10,5,8,7
11,3,0,1
11,10,0,3
11,20,1,0
11,12,1,2
11,21,1,4
11,8,2,1
11,9,2,5
11,14,3,0
11,0,3,4
11,22,3,6
11,14,4,1
11,19,4,3
11,18,4,5
11,22,4,7
11,14,5,2
11,8,5,4
11,4,5,8
11,26,6,3
11,12,6,7
11,26,7,4
11,4,7,6
11,6,7,8
11,16,8,5
11,23,8,7
12,22,0,1
12,20,0,3
12,25,1,0
12,10,1,2
12,20,1,4
12,17,2,1
12,13,2,5
12,24,3,0
12,24,3,4
12,0,3,6
12,15,4,1
12,5,4,3
12,15,4,5
12,0,4,7
12,21,5,2
12,2,5,4
12,20,5,8
12,6,6,3
12,24,6,7
12,6,7,4
12,5,7,6
12,25,7,8
12,6,8,5
12,2,8,7
13,24,0,1
13,1,0,3
13,8,1,0
13,18,1,2
13,5,2,1
13,10,2,5
13,11,3,0
13,10,3,6
13,6,4,1
13,8,4,3
13,0,4,5
13,10,4,7
13,16,5,2
13,22,5,8
13,23,7,6
13,0,7,8
13,7,8,5
13,20,8,7
14,0,0,1
14,15,1,0
14,22,1,2
14,16,3,0
14,8,3,6
14,26,4,1
14,7,4,3
14,24,4,5
14,14,4,7
14,0,5,2
14,15,5,8
14,23,6,3
14,7,7,6
14,24,7,8
14,25,8,5
15,23,1,0
15,19,1,2
15,6,3,0
15,14,3,6
15,7,4,1
15,17,4,3
15,19,4,5
15,3,4,7
15,15,5,2
15,14,5,8
15,2,7,6
15,1,7,8
16,17,1,0
16,6,1,2
16,5,3,0
16,19,3,6
16,2,4,3
16,11,4,7
16,26,5,2
16,19,5,8
16,20,7,6
16,10,7,8
17,26,1,0
17,25,1,2
17,19,3,0
17,17,3,6
17,19,4,7
17,3,5,2
17,9,5,8
17,11,7,6
17,18,7,8
18,7,1,0
18,24,1,2
18,2,3,0
18,3,3,6
18,7,5,2
18,3,5,8
18,1,7,6
18,11,7,8
